timestamp,raw_payload,data_type,parsed_json,rssi,snr,is_anomaly,anomaly_reason
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-43.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-43.0,9.0,1,Isolation Forest ML Anomaly
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-43.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.75,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,8.75,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:52,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:53,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:54,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:56,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:16:57,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:16:58,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:16:59,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:00,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:01,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:17:02,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:03,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:17:04,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-37.0,9.25,0,Normal
2026-08-18 20:17:05,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:06,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:17:07,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:08,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-43.0,9.0,0,Normal
2026-08-18 20:17:10,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:11,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,10.25,0,Normal
2026-08-18 20:17:12,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:13,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:14,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:17:15,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:17:16,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:17:17,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-43.0,8.75,0,Normal
2026-08-18 20:17:18,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:17:19,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:20,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-37.0,9.25,0,Normal
2026-08-18 20:17:21,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-39.0,9.5,1,Isolation Forest ML Anomaly
2026-08-18 20:17:22,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.5,0,Normal
2026-08-18 20:17:24,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:25,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.5,1,Isolation Forest ML Anomaly
2026-08-18 20:17:26,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-39.0,9.5,1,Isolation Forest ML Anomaly
2026-08-18 20:17:27,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:28,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:29,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.5,1,Isolation Forest ML Anomaly
2026-08-18 20:17:30,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:31,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-39.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:32,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.0,1,Isolation Forest ML Anomaly
2026-08-18 20:17:33,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:34,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.5,1,Isolation Forest ML Anomaly
2026-08-18 20:17:35,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.75,1,Isolation Forest ML Anomaly
2026-08-18 20:17:36,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-40.0,9.25,0,Normal
2026-08-18 20:17:37,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-45.0,9.0,1,Isolation Forest ML Anomaly
2026-08-18 20:17:39,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-41.0,9.0,0,Normal
2026-08-18 20:17:40,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-42.0,9.25,0,Normal
2026-08-18 20:17:41,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-41.0,9.25,0,Normal
2026-08-18 20:17:42,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-41.0,9.0,0,Normal
2026-08-18 20:17:43,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-41.0,8.75,0,Normal
2026-08-18 20:17:44,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-41.0,9.0,0,Normal
2026-08-18 20:17:45,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-45.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:46,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-39.0,9.75,1,Isolation Forest ML Anomaly
2026-08-18 20:17:47,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:48,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:49,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.75,0,Normal
2026-08-18 20:17:50,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:51,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.0,0,Normal
2026-08-18 20:17:53,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:54,H:79% T:30C,Temp & Humidity,"{""temperature"": 30.0, ""humidity"": 79.0}",-39.0,9.25,1,Isolation Forest ML Anomaly
2026-08-18 20:17:55,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-40.0,9.5,0,Normal
2026-08-18 20:17:56,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.25,0,Normal
2026-08-18 20:17:57,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-41.0,9.25,0,Normal
2026-08-18 20:17:58,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-42.0,9.5,1,Isolation Forest ML Anomaly
2026-08-18 20:17:59,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:00,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.5,1,Isolation Forest ML Anomaly
2026-08-18 20:18:01,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.0,1,Isolation Forest ML Anomaly
2026-08-18 20:18:02,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:03,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:04,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:05,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:07,H:78% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 78.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:08,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:09,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:10,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-37.0,9.0,0,Normal
2026-08-18 20:18:11,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.75,0,Normal
2026-08-18 20:18:12,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:13,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:14,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:15,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:16,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:17,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:18,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:19,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:21,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:22,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:23,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:24,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:25,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:26,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-37.0,9.5,0,Normal
2026-08-18 20:18:27,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:28,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.0,0,Normal
2026-08-18 20:18:29,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:30,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.5,0,Normal
2026-08-18 20:18:31,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:32,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.5,0,Normal
2026-08-18 20:18:33,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:35,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:36,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.5,0,Normal
2026-08-18 20:18:37,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.5,0,Normal
2026-08-18 20:18:38,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.5,0,Normal
2026-08-18 20:18:39,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
2026-08-18 20:18:40,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.5,0,Normal
2026-08-18 20:18:41,H:77% T:31C,Temp & Humidity,"{""temperature"": 31.0, ""humidity"": 77.0}",-38.0,9.25,0,Normal
